Ticker,Name,Series Type,Currency,Country,Sector,Industry,Sic,Exchange,Cik,Fiscal_End,Units,Scale,Flow,Adjustment,Periodicity,Metadata,Corporate_History
CMNISD,Nickel Spot Price (US Dollars/Ton),Commodity Prices,United States Dollar,United States,,,,,,,National Currency,Units,Stock,none,Annual From Dec 1900 To Sep 1926<BR>Monthly From Oct 1926 To Dec 1987<BR>Daily From Dec 1987 To Sep 2020<BR>,"Sources: Until 1980, data are for the INCO price, c.i.f. Far East and American ports from the Metal Bulletin in US cents per pound.  From 1980 on, data are from the London Metal Exchange, melting grade, spot, c.i.f. North European Ports from 1980. <br /><br />Notes: Prices before 1980 were converted using a short ton of 2000 pounds.",
Date,Ticker,Open,High,Low,Close,Period_Average,Close_Percent_Change,Period_Change,Annual_Percent_Change
04/25/1989,CMNISD,,,,16150,16150,-0.0212121212121212,-350,
04/26/1989,CMNISD,,,,15200,15200,-0.0588235294117647,-950,
04/27/1989,CMNISD,,,,15600,15600,0.0263157894736842,400,
04/28/1989,CMNISD,,,,15600,15600,0,0,
05/02/1989,CMNISD,,,,14300,14300,-0.0833333333333333,-1300,
05/03/1989,CMNISD,,,,14500,14500,0.013986013986014,200,
05/04/1989,CMNISD,,,,14425,14425,-0.00517241379310345,-75,
05/05/1989,CMNISD,,,,13750,13750,-0.0467937608318891,-675,
05/08/1989,CMNISD,,,,13750,13750,0,0,
05/09/1989,CMNISD,,,,13750,13750,0,0,
05/10/1989,CMNISD,,,,14150,14150,0.0290909090909091,400,
05/11/1989,CMNISD,,,,14050,14050,-0.00706713780918728,-100,
05/12/1989,CMNISD,,,,14400,14400,0.0249110320284698,350,
05/15/1989,CMNISD,,,,14550,14550,0.0104166666666667,150,
05/16/1989,CMNISD,,,,14550,14550,0,0,
05/17/1989,CMNISD,,,,13750,13750,-0.0549828178694158,-800,
05/18/1989,CMNISD,,,,13150,13150,-0.0436363636363636,-600,
05/19/1989,CMNISD,,,,13150,13150,0,0,
05/22/1989,CMNISD,,,,12750,12750,-0.0304182509505703,-400,
05/23/1989,CMNISD,,,,12150,12150,-0.0470588235294118,-600,
05/24/1989,CMNISD,,,,12450,12450,0.0246913580246914,300,
05/25/1989,CMNISD,,,,12500,12500,0.00401606425702811,50,
05/26/1989,CMNISD,,,,12500,12500,0,0,
05/30/1989,CMNISD,,,,12350,12350,-0.012,-150,
05/31/1989,CMNISD,,,,12750,12750,0.0323886639676113,400,
06/01/1989,CMNISD,,,,12750,12750,0,0,
06/02/1989,CMNISD,,,,12700,12700,-0.00392156862745098,-50,
